,question,answer,image_src
102,A 67-year-old woman has had decreased pain and temperature sensation in the left lower extremity for  1 week. The most likely cause is damage to which of the following labeled sites in the cross section of the spinal cord?,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=MTQ4NDgxOTQ4MSwxOS4zLjAuMSwxNDI3NDc4OCwzMCwyMDA5LEVOVSw3QjgxN0MzMS0wNTVBLTQ4MDItQjJGNC1GMTJGQ0ZFNzNCMjcsLDMyLDAsMCwsLDIsMSxlZGdlLDA%3d-aTah9Q0HvPo%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/019577C.JPG
103,A 28-year-old woman who works as a glassblower has recently sustained burns on her hands but feels little pain. Neurologic examination shows decreased pain sensation in both upper extremities and weakness and atrophy of the intrinsic muscles of both hands. Which of the following best explains these findings?,"['Cystic lesion involving midline structures and both ventral horns in the cervical enlargement', 'Demyelination of the left corticospinal tract at all levels of the cord', 'Lesion of the left anterolateral quadrant at C-2', 'Loss of myelin in the dorsal column white matter', 'Loss of myelin in the lateral column white matter and loss of ventral horn motoneurons']",no_image
104,"A physician is sad because he has to inform a patient of recent test results that indicate progression of carcinoma to the terminal phase. When the patient sees the physician's face, he begins to cry and says, ""It's bad news, isn't it?"" Which of the following responses by the physician is most appropriate?","['""How have you been since the last time I saw you?""', '""Let\'s talk about the positive aspects first.""', '""Look on the bright side of things.""', '""Tell me how you are feeling.""', '""There are other people who have it a lot worse than you.""', '""Yes, it is.""', 'Option is eliminated.""You\'ve had several years better off than many others with this disease.""']",no_image
105,Humoral antibody produced against many viruses following natural infection mediates protection against reinfection with the same strain primarily by which of the following mechanisms?,"['Activation of macrophages', 'Blocking of viral attachment to cell receptors', 'Inhibition of viral nucleic acid replication', 'Killing of intracellular virus', 'Prevention of release of virions from infected cells']",no_image
106,"A 3-year-old girl has a history of recurrent infections. In vitro, neutrophils isolated from this patient are capable of phagocytosis and can kill Lactobacillus species but not Staphylococcus aureus. This patient most likely has a defect involving which of the following enzymes?","['Catalase', 'Elastase', 'Myeloperoxidase', 'NADPH oxidase', 'Superoxide dismutase']",no_image
107,"An 11-year-old boy has had persistent pain in his right knee since he twisted it in a soccer game  3 weeks ago. Physical examination shows a tender area in the distal femur but no perceptible mass. An x-ray of the femur shows an osteolytic mass that has eroded through the cortex and elevated the periosteum; the mass is surrounded by reactive bone in some areas. Biopsy of the mass shows atypical cells with hyperchromatic pleomorphic nuclei. The cells are surrounded by an eosinophilic matrix, some of which is calcified. This tumor is most likely to spread first to which of the following areas?","['Brain', 'Cervical lymph nodes', 'Liver', 'Lung', 'Vertebrae']",no_image
108,One thousand office workers are surveyed to determine whether or not they use computers and whether or not they have symptoms of carpal tunnel syndrome. Which of the following best describes this study?,"['Case-control study', 'Case series', 'Cohort study', 'Cross-sectional survey', 'Randomized clinical trial']",no_image
109,A 68-year-old woman has had progressive shortness of breath with exertion since she started treatment with eyedrops for glaucoma  2 weeks ago. Pulmonary function tests show a decreased forced expiratory volume in  1 sec (FEV1). The lungs are clear to auscultation. The eyedrops are most likely from which of the following classes of drugs?,"['α-Adrenergic agonist', 'β-Adrenergic agonist', 'β-Adrenergic blocker', 'Carbonic anhydrase inhibitor', 'Cholinesterase inhibitor', 'Prostaglandin analog']",no_image
110,"A 21-year-old woman comes to the physician for a routine health maintenance examination. Her 3-year-old sister was recently diagnosed with cystic fibrosis. Prior to any genetic testing, which of the following best approximates this patient's risk of being a heterozygote for cystic fibrosis?","['0', '1/2', '1/4', '2/3', '3/4']",no_image
111,"A 43-year-old woman has had increasing fatigue, intolerance to cold, and dry thickened skin for 7 weeks. The thyroid gland is firm, nodular, and diffusely enlarged. Examination of tissue obtained on biopsy of the thyroid gland shows a diffuse infiltration of lymphocytes with occasional lymphoid follicles. Which of the following is the most likely diagnosis?","['Chronic autoimmune (Hashimoto) thyroiditis', 'Diffuse toxic goiter (Graves disease)', 'Granulomatous thyroiditis', 'Papillary carcinoma', 'Toxic multinodular goiter', 'Viral thyroiditis']",no_image
112,"A 78-year-old man is brought to the emergency department after falling from a ladder. On arrival, he is lucid. Physical examination shows a severe scalp contusion and laceration. Neurologic examination shows no abnormalities. On the second day, he is stuporous and has a headache. Examination shows slight weakness, hyperreflexia, and an extensor plantar reflex, all on the right. A CT scan of the head is shown. The most likely cause of these findings is trauma to which of the following vascular structures?","['Artery in the subarachnoid space', 'Dural bridging veins', 'Middle cerebral artery', 'Middle meningeal artery', 'Superior sagittal sinus']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=NDQ0NTg1NzkwLDE5LjMuMC4xLDE0Mjc0Nzg4LDMwLDIwMDksRU5VLDcxQjU0NzdFLTg5REQtNDNGMy1BODJDLTIwNThDRjU3RkQzRSwsMzIsMCwwLCwsMiwxLGVkZ2UsMA%3d%3d-GYB8Lw3Au88%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/018400.JPG
113,A 28-year-old woman at32 weeks' gestation comes to the physician because of a 4-day history of fever and back pain. She says that during this time she also has been crying frequently. Her temperature is38°C (100.4°F). Physical examination shows costophrenic angle tenderness. The photomicrograph shown represents her disease. Which of the following mechanisms is the most likely cause?,"['Chorioamnionitis', 'Endometritis', 'Glomerulonephritis', 'Hematogenous infection', 'Obstructive uropathy', 'Pelvic inflammatory disease']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=OTA4MTA0MTc4LDE5LjMuMC4xLDE0Mjc0Nzg4LDMwLDIwMDksRU5VLDJGRUMxRjQ4LTczRjEtNDhDMi1CRjkxLUNFRkM2NERBRTQzNCwsMzIsMCwwLCwsMiwxLGVkZ2UsMA%3d%3d-fDzIAu%2fGHRY%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/016288.JPG
114,An 18-year-old man comes to the physician because of nonpitting facial edema and difficulty breathing several hours after a dental procedure. He has a history of unexplained episodes of abdominal pain. His serum  C2 concentration is found to be markedly decreased. Which of the following best explains this patient's illness?,"['Absent pyrin', 'Decreased C1 esterase inhibitors', 'Increased urine porphyrins', 'Penicillin allergy', 'Superantigen production']",no_image
115,A study is conducted to assess the effect of a new selective estrogen receptor modulator (SERM) on bone fractures. Two thousand women with a history of vertebral fracture and5000 women with no fracture history are randomly assigned to a placebo or to SERM at a dose of60 mg or120 mg. The graph shows the percent of women who had a new fracture during5 years of follow-up(± standard error of the mean). Which of the following is the most accurate conclusion about preventing new fractures based on these data?,"['High-dose SERM treatment is more effective than low-dose SERM treatment', 'Low-dose SERM treatment is more effective than high-dose SERM treatment', 'Placebo treatment is effective only in women with a history of vertebral fracture', 'SERM treatment is effective only in women with a history of vertebral fracture', 'SERM treatment is effective only in women with no history of fracture']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=MTU5NjAxMTM0OCwxOS4zLjAuMSwxNDI3NDc4OCwzMCwyMDA5LEVOVSwyQTY0NjNGRi0zNEIyLTQ4NkMtOUNGQS1ENjU3QkNBRjRFRkIsLDMyLDAsMCwsLDIsMSxlZGdlLDA%3d-pZDFPy%2b0zv0%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/027918B.GIF
116,A newborn born at36 weeks' gestation dies3 days later. The photograph shown is of a section of brain as seen at autopsy. Which of the following is the most likely underlying disease?,"['Biliary atresia', 'Cyanotic congenital heart disease', 'Hemolytic disease of the newborn', 'Neonatal meningitis', 'Respiratory distress syndrome']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=MTIwNjYzOTg3NSwxOS4zLjAuMSwxNDI3NDc4OCwzMCwyMDA5LEVOVSxCRDkxRTM3RC01N0Y0LTQyQzItQjc5My1BQUU4ODc1OURFOUMsLDMyLDAsMCwsLDIsMSxlZGdlLDA%3d-cYje0o1zX9E%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/017115.JPG
117,"A 56-year-old man comes to the physician because of a  3-month history of a mild, nonproductive cough. He has a  20-year history of alcoholism. Physical examination shows no abnormalities. A PPD skin test result is positive. A chest x-ray and a Gram stain of induced sputum show no abnormalities. Treatment with isoniazid and a daily multivitamin is begun. The patient is compliant with the isoniazid therapy but not with the multivitamin supplementation.  Two months later, he develops tingling and numbness of both feet. Deficiency of which of the following is the most likely cause of the foot symptoms in this patient?","['Folic acid', 'Niacin', 'Vitamin B2 (riboflavin)', 'Vitamin B6 (pyridoxine)', 'Vitamin B12 (cobalamin)']",no_image
118,"A 45-year-old man is brought to the physician because of a 4-week history of mild confusion, memory difficulties, generalized muscle aching, and intermittent tingling of his lips and fingers. He says he has been sleeping more than usual, and that he feels ""down in the dumps."" Vital signs are normal. Physical examination shows no abnormalities except for dry, scaly skin and dry hair. Tapping with a reflex hammer over the left side of the face just anterior to the ear causes left facial muscle contractions. Which of the following is the most likely diagnosis?","['Addison disease', 'Cushing disease', 'Hyperparathyroidism', 'Hyperthyroidism', 'Hypoparathyroidism', 'Hypothyroidism']",no_image
119,"A 98-year-old woman dies of respiratory failure. At autopsy, gross examination shows a small heart with a brown discoloration. Histologic examination of the cardiac tissue by light microscopy shows light brown pigment within the cardiac myocytes, particularly in the perinuclear region. This material does not stain positively for iron. Which of the following best describes this pigment?","['Anthracotic pigment', 'Free fatty acids', 'Hemosiderin', 'Laminin', 'Lipofuscin']",no_image
120,"A 65-year-old man dies of renal failure. Urinalysis shows:BloodnegativeProteinnegativeGlucosenegativeBence Jones proteinpositiveAt autopsy, the kidneys are found to be enlarged. A histologic section of renal tissue is shown in the photomicrograph. Which of the following is the most likely diagnosis?","['Acute tubular necrosis', 'Amyloidosis', 'Lipoid nephrosis', 'Membranous glomerulonephritis', 'Pyelonephritis']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=MTM5MjIxMzI2MywxOS4zLjAuMSwxNDI3NDc4OCwzMCwyMDA5LEVOVSw4Rjk2RDM5OS1GMkU1LTQwNkEtOEFGQy0xNzc2RjFCNEU3QTksLDMyLDAsMCwsLDIsMSxlZGdlLDA%3d-ZkYWa1e1%2fgM%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/015491.JPG
121,"A 24-year-old man who is comatose is admitted to the hospital because of a drug overdose and pneumonia. On admission, he is intubated and mechanically ventilated. While receiving a tidal volume of  500 mL, the patient's end-expiratory pressure is +5 cm H2O, and his end-inspiratory airway pressure is +25 cm H2O. An esophageal balloon is inserted, and an end-inspiratory pleural pressure of +20 cm H2O is measured. Which of the following best represents this patient's respiratory system compliance?","['0.01 cm H2O/mL', '0.04 cm H2O /mL', '0.05 cm H2O/mL', '20 mL/cm H2O', '25 mL/cm H2O', '100 mL/cm H2O']",no_image
122,"A 24-year-old woman comes to the physician for an examination prior to employment. Physical examination shows no abnormalities. An ECG shows a sinus rhythm of  70/min, PR interval of  152 msec, and QRS complex of  84 msec; there are no ectopic beats. Which of the following best represents the longest conduction time in this patient?","['Anterior left bundle branch', 'Intra-atrial', 'Low right atrium to bundle of His', 'Proximal bundle of His to ventricular myocardium', 'Right bundle branch']",no_image
123,"A 52-year-old man with lung cancer comes to the physician for a follow-up examination. Smoking cessation has been recommended, but the patient says that he is unable to quit because he experiences a pleasurable sensation as he inhales the smoke. He has smoked  2 packs of cigarettes daily for  30 years. Which of the following mechanisms best explains how nicotine produces this sensation leading to addiction in this patient?","['Activation of opioid receptors in the midbrain', 'Increased release of dopamine in the nucleus accumbens', 'Inhibition of γ-aminobutyric acid (GABA) release in the hypothalamus', 'Inhibition of glutamate receptors in the amygdala', 'Potentiation of GABA receptors in the cerebral cortex']",no_image
124,"A 68-year-old man with recurrent urinary tract infections comes to the physician because of a  2-day history of fever and pain with urination. Urinalysis shows pus. He is treated with levofloxacin. His symptoms worsen, and a blood culture grows Pseudomonas aeruginosa that is resistant to levofloxacin. Alteration of which of the following best explains the resistance of P. aeruginosa to levofloxacin in this patient?","['Dihydrofolate reductase', 'β-Lactamase', '30S ribosomal subunit', 'Topoisomerase', 'Transpeptidase']",no_image
125,"A 2-month-old girl is brought to the emergency department by her mother because of difficulty breathing for   8 hours. Physical examination shows cyanosis. A loud systolic murmur is heard. Laboratory studies show hypocalcemia and lymphopenia. Echocardiography shows tetralogy of Fallot. The diagnosis of DiGeorge syndrome is made, and a karyotype is ordered. Chromosomal analysis by high-resolution G-banding is reported as 46,XX. Which of the following genetic mechanisms is the most likely cause of this patient's anomalies?","['Deletion', 'Nondisjunction', 'Paracentric inversion', 'Pericentric inversion', 'Reciprocal translocation', 'Robertsonian translocation', 'Trinucleotide repeat', 'Uniparental disomy']",no_image
126,A healthy 24-year-old woman participates in a study to determine the role of ghrelin in appetite. She is given free access to food during the study. The graph shows plasma concentrations of ghrelin in the woman during the study period. Which of the following labeled points on the curve most likely represents the consumption of a meal?,"['A', 'B', 'C', 'D', 'E']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=MTAwMTk5MzMyMSwxOS4zLjAuMSwxNDI3NDc4OCwzMCwyMDA5LEVOVSxFOEQ5QTM3Qi0wQjk2LTQ5RTktQkUwMi1DOTEwQTE3MDk2NzksLDMyLDAsMCwsLDIsMSxlZGdlLDA%3d-YMHufDqfZDw%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/037182.gif
127,"A 23-year-old woman is admitted to the hospital after taking an overdose of 16 acetaminophen tablets. She ingested the acetaminophen after she broke up with her boyfriend of 2 months. She has been admitted to the hospital several times during the past 5 years for treatment of suicide attempts and other self-harm attempts. Her history includes childhood sexual abuse, and she has difficulty holding a job. She tells the physician that she has received substandard care from this hospital in the past. She says, ""But now that you're my physician I know I'm going to get better. I can tell because we have a connection."" Her affect is bright and cheerful. This patient most likely has which of the following types of personality disorders?","['Antisocial', 'Borderline', 'Dependent', 'Narcissistic', 'Option is eliminated.Schizoid']",no_image
128,"A 25-year-old woman with a 3-year history of celiac disease comes to the physician because of a markedly itchy rash on her scalp, arms, buttocks, and legs for 5 weeks. Examination of the skin shows many crusted papules surrounded by excoriations over the upper and lower extremities and a few vesicles on the buttocks. A skin biopsy specimen shows the vesicles to be subepidermal. Direct immunofluorescence of the vesicles shows granular deposits of IgA in the epidermal-dermal junction. Which of the following is the most likely diagnosis?","['Bullous pemphigoid', 'Dermatitis herpetiformis', 'Dyshidrotic eczema', 'Epidermolysis bullosa acquisita', 'Pemphigus']",no_image
129,A 25-year-old woman comes to the physician because of a 6-month history of a white discharge from her breasts. Her last menstrual period was 6 months ago. She has had no headaches or visual field changes. She has never been sexually active. Gentle palpation of both breasts produces expression of a milky discharge. Serum studies show:Thyroid-stimulating hormone1.5 μU/mLFollicle-stimulating hormone6 mIU/mLLuteinizing hormone6 mIU/mLProlactin200 ng/mLA 5-day course of medroxyprogesterone fails to induce menses. An MRI of the brain shows an 8-mm lesion in the pituitary gland. The most appropriate treatment for this patient is a drug from which of the following classes?,"['Dopamine agonist', 'Dopamine antagonist', 'Oxytocin agonist', 'Oxytocin antagonist', 'Serotonin (5-HT1) agonist', 'Serotonin (5-HT1) antagonist']",no_image
130,"A 50-year-old woman is brought to the emergency department  20 minutes after the sudden onset of pain in her epigastrium that radiates to her back and is associated with nausea. She has a history of cholelithiasis. She appears restless. Her temperature is  37.6°C (99.7°F), pulse is  120/min, and blood pressure is  115/60 mm Hg. Abdominal examination shows distention with rebound tenderness and guarding. The pain is partially relieved when the patient bends forward. A CT scan of the abdomen shows fluid surrounding the pancreas. Obstruction of which of the following is the most likely cause of the findings in this patient?","['Ampulla of Vater', 'Cisterna chyli', 'Common hepatic duct', 'Cystic duct', 'Option is eliminated.Superior mesenteric artery']",no_image
131,"A 67-year-old woman with acute myelogenous leukemia develops fever and chills  6 days after undergoing induction therapy. Her temperature is  38.3°C (100.9°F), and blood pressure is  110/60 mm Hg. Physical examination shows scattered petechiae over the upper and lower extremities and trunk. Laboratory studies show a leukocyte count of  100/mm3 (98% lymphocytes and 2% monocytes) and platelet count of  4000/mm3. Blood cultures grow Pseudomonas aeruginosa. A deficiency of which of the following is the most likely predisposing factor for development of bacteremia in this patient?","['Complement', 'Immunoglobulin', 'Lymphocytes', 'Macrophages', 'Platelets', 'Segmented neutrophils']",no_image
132,"A sexually active 20-year-old woman has had painful, erythematous, vesicular lesions on the vulva for  2 days. Examination by speculum also shows lesions in the vaginal vault and on the cervix. A photomicrograph of a scraping of the base of an unroofed vesicle is shown. Which of the following is the most likely diagnosis?","['Candidal vaginitis', 'Condylomata acuminata', 'Genital herpes', 'Syphilis', 'Trichomonas vaginalis vaginitis']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=MTkxNTg3NDI4LDE5LjMuMC4xLDE0Mjc0Nzg4LDMwLDIwMDksRU5VLEM2QTBENDY4LTRBNEUtNDE5Ni04ODk3LUNBMEVDNzA2QzEwRCwsMzIsMCwwLCwsMiwxLGVkZ2UsMA%3d%3d-WYMZiBRZypg%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/057835.jpg
133,"A 1-year-old boy is brought to the physician for a  well-child examination. The mother is concerned because her son's fine, pale hair has not changed color since birth. His eyes are blue. During ophthalmologic examination, the patient turns away from the flashlight and starts crying. Which of the following is the most likely cause of the pale skin color in this patient?","['Aberrant migration of neural crest cells', 'Decreased number of epidermal melanocytes', 'Immune destruction of melanocytes', 'Inability to produce melanin', 'Melanin dropout to the dermis']",no_image
134,"An 18-year-old woman with mild intellectual disability is brought to the physician because of a  3-day history of decreased ability to see in reduced light. She has a lifelong history of chronic diarrhea. Two years ago, she developed a lack of muscle control of her arms and legs, and generalized weakness. Her  16-year-old brother has had similar symptoms. Ophthalmologic examination shows bilateral retinitis pigmentosa. There is ataxia and loss of deep tendon reflexes. Laboratory studies show erythrocytes with spiny projections and a serum total cholesterol concentration of  40 mg/dL. Which of the following apolipoproteins is most likely deficient in this patient?","['Apo A-I', 'Apo A-II', 'Apo B', 'Apo C', 'Apo E']",no_image
135,A 33-year-old man comes to the physician because of intermittent numbness and pain of his right arm during the past  6 months. His blood pressure is  120/80 mm Hg in both upper extremities; the pulse examination shows no abnormalities. A chest x-ray shows a right complete cervical rib. A CT scan of the neck and chest shows compression of the brachial plexus. Which of the following vessels is at greatest risk for injury during operative removal of the right cervical rib?,"['Brachiocephalic artery', 'Right common carotid artery', 'Right internal carotid artery', 'Right subclavian artery']",no_image
136,"A 67-year-old woman with Crohn disease is admitted to the hospital for bowel rest and parenteral hyperalimentation. A central venous catheter is placed. Seven days after admission, she develops a temperature of  39.2°C (102.6°F) and shaking chills. Broad-spectrum antibiotics are administered pending blood cultures. She continues to have daily temperature spikes. Two days later, blood culture grows yeast forms. Which of the following is the most likely causal organism?","['Aspergillus fumigatus', 'Blastomyces dermatitidis', 'Candida albicans', 'Cryptococcus neoformans', 'Mucor ramosissimus']",no_image
137,"A 7-year-old girl is brought to the physician because of a 2-week history of painful swelling under her right arm, which has become increasingly severe during the past  3 days. Physical examination shows a  2 x 1-cm, tender, right axillary lymph node and a small papule on the dorsum of the right hand. A silver-stained biopsy specimen of the papule shows pleomorphic bacilli. Which of the following is the most likely causal organism?","['Bartonella henselae', 'Brucella melitensis', 'Burkholderia mallei', 'Francisella tularensis', 'Streptobacillus moniliformis']",no_image
138,"A 27-year-old primigravid woman at 36 weeks' gestation comes to the physician for a prenatal visit. Physical examination shows a uterus consistent in size with a  33-week gestation, so the patient is referred for ultrasonography, which shows normal fetal measurements. The ultrasonography shown is an image of the male fetal scrotum; the testes are indicated by the arrows. Which of the following is the most likely underlying cause of this finding?","['High attachment of the tunica albuginea', 'Lack of scrotal attachment of the gubernaculum', 'Obstruction of the posterior urethra', 'Patent processus vaginalis', 'Twisting of the spermatic cord']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=NzUzMzQ2MDQ3LDE5LjMuMC4xLDE0Mjc0Nzg4LDMwLDIwMDksRU5VLEUwNUUxOTlFLTdEQTMtNEM2Ri05QkNCLUI4RTU3OEE5MTZGRiwsMzIsMCwwLCwsMiwxLGVkZ2UsMA%3d%3d-gs2SWK6ebqw%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/073012.jpg
139,An 8-year-old girl is brought to the physician for a well-child examination. Her mother says that she has been well except for an occasional cold. Her immunizations are up to date. She is at the 50th percentile for height and  60th percentile for weight. Physical examination shows breast bud development and a few pubic hairs. The mother asks whether her daughter’s development is normal. Which of the following is the most appropriate initial response by the physician?,"['“I am concerned that your daughter may have precocious puberty.”', '“I think that your daughter is likely to begin menstruating in the next few months.”', '“I would like to order laboratory studies to ensure that your daughter’s development is normal.”', '“Your daughter’s breast development is somewhat less than might be expected for her age.”', 'Option is eliminated.“Your daughter’s development is normal.”']",no_image
140,"A 54-year-old woman with chronic kidney disease comes to the physician because of a 2-week history of itchy skin, increasingly severe nausea, and decreased urination. Current medications are hydrochlorothiazide and lisinopril. Her pulse is 80/min, respirations are 14/min, and blood pressure is  160/90 mm Hg. Physical examination shows no abnormalities except for excoriations from itching. Laboratory studies show:Hemoglobin9.8 g/dLHematocrit30.1%Mean corpuscular volume89 μm3Leukocyte count5600/mm3Platelet count287,000/mm3Which of the following is the most likely cause of the findings in this patient?","['Hypoalbuminemia', 'Hypothyroidism', 'Uremia', 'Vitamin C deficiency', 'Vitamin K deficiency']",no_image
141,A 38-year-old man comes to the physician because of a 1-week history of a discharge from his penis and testicular pain. He is sexually active and uses condoms inconsistently. Physical examination shows a thick green urethral discharge and exquisite tenderness of the right testis. The pain is relieved by elevation of the scrotum. A photomicrograph of a Gram stain of the discharge is shown. Which of the following is the most likely causal organism?,"['Chlamydia trachomatis', 'Mycoplasma genitalium', 'Neisseria gonorrhoeae', 'Trichomonas vaginalis', 'Ureaplasma urealyticum']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=NDE3ODUwNjUyLDE5LjMuMC4xLDE0Mjc0Nzg4LDMwLDIwMDksRU5VLDhEMTM3NzZDLTBFNjktNDdCMi05OTQ3LTFDNTRFNzBGRjlERiwsMzIsMCwwLCwsMiwxLGVkZ2UsMA%3d%3d-kvQNogXPLEM%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/024309.JPG
142,"A 5-month-old girl is brought to the physician because of a  3-day history of “floppiness” when she sits. She also has had difficulty feeding and irritability since the age of  1 month. She is at the  3rd percentile for length,  50th percentile for weight, and  3rd percentile for head circumference. Her temperature is  36°C (96.8°F), pulse is  100/min, respirations are  29/min, and blood pressure is  80/50 mm Hg. Neurologic examination shows bilateral horizontal nystagmus, decreased extensor tone, hyperreflexia, and ankle clonus. Babinski sign is present bilaterally. Respiratory chain enzyme studies on cultured fibroblasts show decreased complex II activity. The most likely cause of these findings is a defect in which of the following processes?","['Coupling of electron transport to proton gradient formation', 'Coupling of proton gradient to ATP synthesis', 'Oxidation of succinate to fumarate', 'Reduction of pyruvate to lactate', 'Transfer of electrons from NADH to coenzyme Q', 'Transfer of electrons from ubiquinol to cytochrome c']",no_image
143,"A 43-year-old woman comes to the physician because of a  4-week history of intermittent episodes of severe abdominal pain, especially after eating fatty foods. Physical examination shows no abnormalities. Abdominal ultrasonography shows several  3- to 4-mm gallstones contained within the gallbladder. The patient declines surgery. A drug with which of the following mechanisms of action is most appropriate for this patient?","['Decreased gallbladder muscle contractility', 'Increased gastrin production', 'Increased metabolism of bile salts', 'Inhibition of biliary cholesterol secretion', 'Inhibition of cytochrome P450 activity']",no_image
144,"An investigator is studying obesity in an adolescent population. Five thousand normal-weight patients are followed from the age of  10 years to the age of  15 years. At the conclusion of the study,  1100 patients meet the criteria for obesity. Which of the following best represents the incidence per  1000 patient-years of obesity during the course of this study?","['10', '25', '44', '50', '64']",no_image
145,An investigator is studying a T-lymphocyte clone that recognizes a peptide from the hemagglutinin glycoprotein of influenza virus bound by class II human leukocyte antigen. This clone most likely recognizes a peptide that was combined with a human leukocyte antigen in which of the following cellular compartments?,"['Cytosol', 'Endoplasmic reticulum', 'Endosomes', 'Mitochondria', 'Nucleus']",no_image
146,A 54-year-old man with a 1-year history of multiple sclerosis has increasingly painful muscle spasms. An agonist that acts at which of the following receptors is most likely to alleviate the increased extensor tone and clonus?,"['γ-Aminobutyric acidB', 'Histamine-1 (H1)', 'Histamine-2 (H2)', 'Muscarinic-1 (M1)', 'Muscarinic-2 (M2)', 'Nicotinic']",no_image
147,"A 65-year-old man comes to the physician because of fever and a worsening cough productive of approximately  ¼ cup of blood-tinged sputum daily. He has smoked  1½ packs of cigarettes daily for  45 years. His temperature is  38.4°C (101.2°F), respirations are  20/min, and blood pressure is  140/90 mm Hg. Physical examination shows bilateral clubbing of the digits. Pulmonary examination shows egophony, whispered pectoriloquy, and dullness to percussion in the area overlying the  2nd and 3rd ribs on the right anteriorly, just inferior to the right clavicle. Which of the following structures is the most likely site of an obstructing carcinoma?","['Main carina', 'Right lower lobe bronchus', 'Right main bronchus', 'Right middle lobe bronchus', 'Right upper lobe bronchus']",no_image
148,"A 23-year-old man cuts his lip inadvertently while shaving. Seconds after the injury, the bleeding nearly stops. Which of the following mechanisms is the most likely cause of the early rapid control of blood loss in this man?","['Activation of antithrombin III', 'Localized secretion of endothelin', 'Oxygen-stimulated cleavage of thromboplastin', 'Polymerization of fibrin']",no_image
149,"A 74-year-old man comes to the office because of a  3-week history of progressive shortness of breath with exertion. He has had difficulty climbing one flight of stairs. He also has a  20-year history of poorly controlled hypertension, for which he rarely takes his prescribed medication, and osteoarthritis treated with naproxen daily. His temperature is  37.1°C (98.8°F), pulse is  76/min, respirations are  20/min, and blood pressure is  180/98 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 92%. Physical examination shows  10-cm jugular venous distention above the sternal angle. Crackles are heard over both lung bases. An S4 is heard. Echocardiography shows a normal ejection fraction. Which of the following best explains this patient's symptom?","['Decreased myocardial oxygen supply', 'External compression of the right ventricle', 'Impaired left ventricular relaxation', 'Increased turbulent flow across the mitral valve', 'Obstruction of the left ventricular outflow tract']",no_image
150,Feedback inhibition of the activity of the enzyme that catalyzes this reaction is critical in the control of the de novo synthesis of which of the following?,"['Complex carbohydrates', 'Folates', 'Pentose phosphates', 'Purine nucleotides', 'Pyrimidine nucleotides']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=MTAzMTUzNzczNiwxOS4zLjAuMSwxNDI3NDc4OCwzMCwyMDA5LEVOVSw2ODQ0MTA0Ni03MjJDLTQ4MTgtOUJBMy1DOTU4MEJGQ0FDRjAsLDMyLDAsMCwsLDIsMSxlZGdlLDA%3d-8HUJVlKfLtQ%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/016876.GIF
151,"A 6-week-old male infant has a persistent discharge from a swollen umbilical stump. If the discharge contains intestinal fluid, to which of the following portions of the gastrointestinal tract is the fistula most likely connected?","['Cecum', 'Duodenum', 'Ileum', 'Jejunum', 'Sigmoid colon']",no_image
152,"A premenopausal 49-year-old woman asks her physician about her risk for osteoporosis. Her mother had osteoporosis and disabling bone fractures after menopause. The patient works as a gardener for a landscape service and plays tennis 3 times a week. She does not smoke, drinks 1 glass of wine a week, and takes no medications. Her weight is 55 kg (121 lb). Which of the following additional information is needed to evaluate her risk for osteoporosis?","['Age at first sexual intercourse', 'Dietary history', 'Exposure to ionizing radiation', 'Exposure to organophosphate', 'Family history of rheumatic diseases', 'Socioeconomic history']",no_image
